PGM_SYS_ID,ENF_TYPE_DESC,PENALTY_AMOUNT,SETTLEMENT_ENTERED_DATE
TX0000004822700003,Administrative Order,10000,08/27/2011
TX0000004824500037,Administrative Order,41432,10/31/2009
TX0000004824500037,Administrative Order,9905,08/30/2010
TX0000004824500037,Administrative Order,25000,08/02/2012
TX0000004833900076,Administrative Order,2500,08/31/1999
TX0000004838300009,Administrative Order,1875,11/06/2008
TX0000004839100025,Administrative Order,7500,01/08/2001
UT0000004901300006,Administrative Order,2990,04/02/2004
UT0000004901300040,Administrative Order,6500,03/10/2000
UT0000004901300041,Administrative Order,2990,04/02/2004
SC00015600171,Administrative Order,45000,07/03/2008
SC00021400007,Administrative Order,105000,03/10/1998
SC00021400007,Administrative Order,105000,03/10/1998
SC00015400009,Administrative Order,5000,05/14/2001
TN0000004704300116,Administrative Order,750,04/17/2009
TN0000004704500051,Administrative Order,500,04/16/2013
TN0000004710700228,Administrative Order,14222.5,03/07/2013
TN0000004710900082,Administrative Order,1000,02/12/1998
TN0000004711300020,Administrative Order,125000,03/31/2004
TN0000004716300310,Administrative Order,4500,11/14/2006
TN0000004716300493,Administrative Order,1000,08/08/2014
TX0000004802900700,Administrative Order,7500,05/22/2008
TX0000004803700012,Administrative Order,46350,02/22/2009
TX0000004803900009,Administrative Order,45597,01/28/2008
TX0000004810500006,Administrative Order,40230,01/23/2012
TX0000004811300025,Administrative Order,30000,03/23/2001
TX0000004819500006,Administrative Order,18500,09/23/2002
TX0000004819500006,Administrative Order,2575,10/06/2008
TX0000004819500019,Administrative Order,2516,10/20/2001
TX0000004819700003,Administrative Order,5000,10/23/2000
TX0000004819900003,Administrative Order,3822,06/17/2012
TX0000004823300004,Administrative Order,3925,11/06/2005
TX0000004823300004,Administrative Order,16362,02/20/2006
TX0000004823300004,Administrative Order,44361,03/08/2008
TX0000004823300004,Administrative Order,7425,12/04/2008
TX0000004824500064,Administrative Order,2725,11/06/2008
TX0000004824500079,Administrative Order,55200,12/20/2008
TX0000004834100031,Administrative Order,17004,10/04/2009
TX0000004834100031,Administrative Order,245277,08/09/2010
TX0000004834100053,Administrative Order,2516,10/20/2001
TX0000004839500033,Administrative Order,30672,01/27/2012
TX0000004840100004,Administrative Order,2250,02/22/2009
SC00006000055,Administrative Order,21376,08/28/2000
SC00006000060,Administrative Order,4500,06/09/2003
SC00012000181,Administrative Order,5000,05/16/2008
SC00016600020,Administrative Order,7500,04/12/2002
SC00016600029,Administrative Order,4500,06/22/2006
TN0000004705100106,Administrative Order,750,03/05/2014
TN0000004705300154,Administrative Order,3750,02/01/2001
TN0000004711300195,Administrative Order,1150,10/16/2006
TN0000004711300286,Administrative Order,38000,07/10/2008
TN0000004711300292,Administrative Order,14892,08/28/2008
TN0000004716500129,Administrative Order,3000,04/22/2004
TX0000004803900009,Administrative Order,117048,05/18/2009
TX0000004803900009,Administrative Order,7650,06/22/2012
TX0000004803900010,Administrative Order,25000,07/23/2001
TX0000004811300039,Administrative Order,2000,07/05/2004
TX0000004811300048,Administrative Order,2500,02/11/2002
TX0000004811300077,Administrative Order,14027,11/06/2008
TX0000004811300236,Administrative Order,17850,08/10/2007
TX0000004811300515,Administrative Order,15625,08/20/2001
TX0000004811300737,Administrative Order,136010,04/07/2013
TX0000004819900034,Administrative Order,7500,05/26/1999
TX0000004820100003,Administrative Order,3200,06/09/2005
TX0000004820100006,Administrative Order,2990,01/28/2002
TX0000004820100235,Administrative Order,40348,11/24/2005
TX0000004820100248,Administrative Order,7200,10/04/2009
TX0000004820100248,Administrative Order,124670,06/18/2010
TX0000004820100257,Administrative Order,165400,08/23/2009
TX0000004823300006,Administrative Order,12200,10/19/2006
TX0000004823300015,Administrative Order,17850,12/18/2009
TX0000004823300015,Administrative Order,19750,02/18/2012
TX0000004824500082,Administrative Order,10550,10/02/2006
TX0000004824500082,Administrative Order,18275,12/18/2009
TX0000004824500082,Administrative Order,7500,11/11/2012
TX0000004834700034,Administrative Order,510,04/10/2005
TX0000004841500002,Administrative Order,5000,11/16/2003
TX0000004841500014,Administrative Order,5900,06/18/2010
TX0000004841500024,Administrative Order,3750,02/11/2002
SC00006400009,Administrative Order,12000,09/22/2006
SC00006400013,Administrative Order,37500,06/15/2010
SC00006400013,Administrative Order,25000,08/23/2010
SC00012000317,Administrative Order,11000,01/16/2003
SC00012000447,Administrative Order,7000,06/08/2006
SC00016800050,Administrative Order,10000,03/28/2012
SC00099000254,Administrative Order,1500,05/18/1999
SC00021800003,Administrative Order,10500,08/13/2010
SC00023200034,Administrative Order,4000,04/11/1994
TN0000004705500010,Administrative Order,11400,09/05/2014
TN0000004711900161,Administrative Order,5000,01/10/2013
TN0000004717300002,Administrative Order,9000,02/03/2003
TN0000004717700030,Administrative Order,500,09/23/2011
TX0000004803900010,Administrative Order,46416,06/29/2007
TX0000004803900010,Administrative Order,325120,03/08/2008
TX0000004803900010,Administrative Order,10000,06/15/2009
TX0000004803900010,Administrative Order,10000,09/21/2009
TX0000004803900010,Administrative Order,10000,03/20/2010
TX0000004803900010,Administrative Order,10000,07/02/2011
TX0000004803900010,Administrative Order,8300,04/27/2013
TX0000004811300748,Administrative Order,2730,11/18/2006
TX0000004811300766,Administrative Order,5250,11/13/2009
TX0000004811300819,Administrative Order,2550,07/30/2004
TX0000004820100008,Administrative Order,28200,02/10/2005
TX0000004820100008,Administrative Order,10000,10/15/2010
TX0000004820100291,Administrative Order,3550,05/22/2011
TX0000004820100291,Administrative Order,17848,10/18/2013
TX0000004820100304,Administrative Order,3425,06/07/2012
TX0000004823300015,Administrative Order,19250,08/03/2013
TX0000004823300015,Administrative Order,141925,11/03/2011
TX0000004823300039,Administrative Order,2516,10/20/2001
TX0000004824500082,Administrative Order,28350,02/20/2011
TX0000004824500082,Administrative Order,13125,03/06/2014
TX0000004835500003,Administrative Order,5550,08/31/2007
TX0000004835500003,Administrative Order,34320,08/23/2009
TX0000004835500003,Administrative Order,10000,08/23/2009
TX0000004842300001,Administrative Order,26500,05/18/2009
TX0000004842300001,Administrative Order,6563,09/22/2014
UT0000004903500030,Administrative Order,38500,11/18/2005
UT0000004903500044,Administrative Order,3200,05/09/2002
UT0000004903500063,Administrative Order,43200,03/02/2004
UT0000004903500063,Administrative Order,3749,01/24/2006
UT0000004903500063,Administrative Order,15372,10/16/2006
SC00006400018,Administrative Order,6500,08/29/2012
SC00018200020,Administrative Order,8000,08/03/1999
SC00018600003,Administrative Order,6000,08/23/2002
SC00018600003,Administrative Order,6400,06/08/2009
TN0000004712300057,Administrative Order,13000,03/07/2013
TN0000004712300096,Administrative Order,4000,08/26/2004
TN0000004712300102,Administrative Order,3000,05/01/2013
TN0000004717700110,Administrative Order,73336,04/10/2008
TN0000004717900046,Administrative Order,5000,08/28/2008
TX0000004803900014,Administrative Order,70000,03/07/2011
TX0000004812100289,Administrative Order,1925,03/08/2010
TX0000004813300012,Administrative Order,3500,08/15/2008
TX0000004813300033,Administrative Order,2500,04/08/2000
TX0000004813300139,Administrative Order,8875,02/07/2010
TX0000004820100008,Administrative Order,43103,06/01/2009
TX0000004820100009,Administrative Order,19000,05/24/2014
TX0000004820100322,Administrative Order,12445,07/21/2008
TX0000004823900017,Administrative Order,7500,08/26/2000
TX0000004824500003,Administrative Order,6656,03/12/2009
TX0000004824500003,Administrative Order,5643,07/20/2009
TX0000004824500003,Administrative Order,6075,11/13/2009
TX0000004835500017,Administrative Order,3425,09/21/2007
TX0000004835500017,Administrative Order,5400,08/21/2010
TX0000004842300004,Administrative Order,1500000,07/15/2005
TX0000004842300004,Administrative Order,22950,06/05/2008
TX0000004842300014,Administrative Order,3750,07/01/2004
TX0000004842700012,Administrative Order,3750,10/31/2009
SC00006600048,Administrative Order,12500,05/26/2009
SC00007400003,Administrative Order,4000,08/28/2003
SC00012400021,Administrative Order,8000,04/01/2001
SC00012400097,Administrative Order,5000,09/24/2012
SC00024400096,Administrative Order,18000,05/05/2003
SC00024400096,Administrative Order,12750,09/28/2006
SC00099000296,Administrative Order,2000,03/04/2004
SC00099000482,Administrative Order,5000,08/29/2008
SC0000004577700002,Administrative Order,6500,08/22/1995
TN0000004705900177,Administrative Order,4000,01/31/2007
TN0000004712300183,Administrative Order,500,12/30/2013
TN0000004717900281,Administrative Order,8000,01/23/2008
TN0000004717900282,Administrative Order,1500,08/14/2012
TN0000004718100046,Administrative Order,1500,12/05/2013
TX0000004803900014,Administrative Order,70000,03/07/2011
TX0000004803900017,Administrative Order,87500,08/07/2003
TX0000004803900017,Administrative Order,87120,04/03/2008
TX0000004813500022,Administrative Order,39375,06/13/2013
TX0000004820100014,Administrative Order,13300,02/18/2012
TX0000004820100015,Administrative Order,12690,12/25/2010
TX0000004820100405,Administrative Order,6250,03/31/2003
TX0000004820100417,Administrative Order,10200,06/19/2008
TX0000004824500003,Administrative Order,7875,02/05/2011
TX0000004824500003,Administrative Order,27675,04/18/2011
TX0000004824500003,Administrative Order,30050,11/15/2010
TX0000004824500136,Administrative Order,3050,01/12/2008
TX0000004824500136,Administrative Order,5357,07/20/2009
TX0000004824500136,Administrative Order,70546,10/18/2009
TX0000004824500162,Administrative Order,5000,06/03/2002
TX0000004835500017,Administrative Order,6475,08/12/2012
TX0000004835500018,Administrative Order,10000,08/23/2007
TX0000004835500018,Administrative Order,13706,12/18/2009
TX0000004843500017,Administrative Order,2438,07/05/2014
TX0000004843900068,Administrative Order,1625,05/09/2003
TX0000004843900102,Administrative Order,2500,10/23/2000
UT0000004903500346,Administrative Order,25000,11/13/2001
UT0000004903500347,Administrative Order,113340,08/02/2000
UT0000004903500347,Administrative Order,2000,09/25/2002
UT0000004903500347,Administrative Order,5600,08/22/2012
SC00008200010,Administrative Order,5000,03/06/2006
SC00018600072,Administrative Order,3000,08/23/2002
SD0000004610300003,Administrative Order,2200,12/08/1992
TN0000004705900243,Administrative Order,1500,01/23/2013
TN0000004706300005,Administrative Order,8500,02/13/2004
TN0000004712900044,Administrative Order,5000,08/13/2004
TN0000004718300101,Administrative Order,150,06/16/2014
TN0000004718500103,Administrative Order,250,07/12/2013
TX0000004803900041,Administrative Order,20000,07/13/2007
TX0000004803900041,Administrative Order,87192,08/31/2007
TX0000004813500101,Administrative Order,770,04/19/2004
TX0000004813900022,Administrative Order,7500,04/21/2001
TX0000004813900060,Administrative Order,2375,03/06/2006
TX0000004820100022,Administrative Order,2500,12/20/2002
TX0000004820100027,Administrative Order,2500,01/08/2001
TX0000004820100545,Administrative Order,66048,07/02/2011
TX0000004820100549,Administrative Order,13800,07/21/2008
TX0000004820100552,Administrative Order,3000,03/21/2013
TX0000004824500004,Administrative Order,56166,12/20/2007
TX0000004824500004,Administrative Order,24750,03/20/2010
TX0000004824500004,Administrative Order,55063,08/15/2014
TX0000004824500162,Administrative Order,278250,02/05/2006
TX0000004824500162,Administrative Order,16344,07/03/2008
TX0000004824500162,Administrative Order,92677,12/20/2008
TX0000004824500162,Administrative Order,100000,06/13/2013
TX0000004835500064,Administrative Order,22800,10/20/2001
TX0000004835500089,Administrative Order,9750,04/13/2007
TX0000004843900385,Administrative Order,2750,12/09/2000
TX0000004843900496,Administrative Order,22184,03/14/2004
TX0000004843901705,Administrative Order,32500,04/05/2009
TX0000004844300001,Administrative Order,33641,03/08/2010
TX0000004844300002,Administrative Order,3240,11/18/2006
TX0000004844900005,Administrative Order,98176,10/23/2008
UT0000004904500003,Administrative Order,22000,10/23/2001
SC00008200040,Administrative Order,8000,08/04/2004
SC00008800033,Administrative Order,8000,05/15/2006
SC00012800021,Administrative Order,55000,05/26/1998
SC00012800021,Administrative Order,55000,05/26/1998
SC00012800021,Administrative Order,55000,05/26/1998
SC00012800021,Administrative Order,55000,05/26/1998
SC00012800021,Administrative Order,55000,05/26/1998
SC00012800021,Administrative Order,55000,05/26/1998
SC00012800021,Administrative Order,55000,05/26/1998
SC00018800010,Administrative Order,15000,10/28/2002
SD0000004610300030,Administrative Order,2815,02/01/1999
SD0000004610300042,Administrative Order,9700,05/19/1998
SD0000004677700013,Administrative Order,1400,07/23/1991
SD0000004677700032,Administrative Order,3000,08/16/1991
TN0000004706300188,Administrative Order,1730,07/27/2007
TN0000004706300189,Administrative Order,1500,01/24/2014
TN0000004706300197,Administrative Order,31500,11/09/2005
TN0000004706300309,Administrative Order,250,01/07/2013
TN0000004706300312,Administrative Order,250,01/24/2014
TN0000004706700011,Administrative Order,1000,12/28/2011
TN0000004712900049,Administrative Order,9000,04/12/2005
TN0000004712900054,Administrative Order,1250,12/18/2013
TN0000004713100102,Administrative Order,3000,05/31/2000
TN0000004713100123,Administrative Order,500,09/26/2014
TN0000004713300079,Administrative Order,1000,07/14/2014
TN0000004718700183,Administrative Order,250,02/05/2014
TN0000004718900326,Administrative Order,250,01/09/2013
TN0000004718900332,Administrative Order,250,06/16/2014
TX0000004803900048,Administrative Order,50000,03/20/2010
TX0000004803900048,Administrative Order,20550,12/19/2011
TX0000004814100008,Administrative Order,3750,05/23/2002
TX0000004820100027,Administrative Order,30000,11/06/2008
TX0000004820100027,Administrative Order,40000,02/08/2009
TX0000004820100028,Administrative Order,3425,03/12/2009
TX0000004820100028,Administrative Order,21625,03/16/2012
TX0000004820100826,Administrative Order,46900,03/19/2011
TX0000004820101271,Administrative Order,4700,08/20/2005
TX0000004820101273,Administrative Order,2250,07/21/2002
TX0000004820101283,Administrative Order,2500,01/08/2001
TX0000004824500006,Administrative Order,15000,04/25/2003
TX0000004824500006,Administrative Order,19608,09/21/2006
TX0000004824500006,Administrative Order,68725,03/20/2010
TX0000004824500006,Administrative Order,64923,01/28/2008
TX0000004824500163,Administrative Order,10000,07/21/2008
TX0000004824500169,Administrative Order,2516,10/20/2001
TX0000004824500172,Administrative Order,3240,10/25/2007
TX0000004824500182,Administrative Order,24625,06/05/2008
TX0000004835500115,Administrative Order,7500,10/25/2010
TX0000004844900018,Administrative Order,35000,01/28/2008
TX0000004846100003,Administrative Order,3175,12/04/2010
TX0000004846100006,Administrative Order,4750,05/14/2004
UT0000004904500030,Administrative Order,16800,08/04/2003
SC00009000002,Administrative Order,10000,10/04/2004
SC00009000002,Administrative Order,36500,03/07/2006
SC00009000004,Administrative Order,24000,05/16/2006
SC00019000040,Administrative Order,9000,06/02/2006
TN0000004707100046,Administrative Order,2850,04/15/1999
TNCHC0004706503070,Administrative Order,5000,10/07/2003
TX0000004803900101,Administrative Order,4500,01/28/2002
TX0000004803900133,Administrative Order,12650,04/23/2012
TX0000004814100695,Administrative Order,25000,08/20/2005
TX0000004814900011,Administrative Order,47335,09/26/2004
TX0000004815100002,Administrative Order,9375,10/22/1998
TX0000004820100031,Administrative Order,157959,04/26/2007
TX0000004820100032,Administrative Order,9000,09/30/2005
TX0000004820100034,Administrative Order,109719,11/06/2005
TX0000004820100034,Administrative Order,3750,04/29/2006
TX0000004820101296,Administrative Order,47100,08/03/2013
TX0000004820101349,Administrative Order,2438,08/22/2014
TX0000004824500006,Administrative Order,117715,05/03/2009
TX0000004824500006,Administrative Order,10000,07/02/2011
TX0000004824500006,Administrative Order,10000,08/13/2011
TX0000004824500006,Administrative Order,117715,05/03/2009
TX0000004824500006,Administrative Order,28615,08/31/2009
TX0000004824500006,Administrative Order,20000,08/27/2011
WV00003900219,Administrative Order,5000,01/21/2003
NY0000003335200145,Administrative Order,5000,10/31/2013
WY0000005603701002,Civil Judicial Action,17500,02/07/2013
WY0000005604100006,Civil Judicial Action,6825,06/06/2000
VA0000005106900034,Administrative Order,720,06/23/2005
VA0000005115500047,Administrative Order,4808,10/22/1993
VA0000005164000059,Administrative Order,46591,03/12/2007
WA0000005300700001,Administrative Order,22750,05/09/2007
WAORC0005300900004,Administrative Order,3000,08/22/2007
WAORC0005300900007,Administrative Order,100,10/15/2002
WAORC0005300900007,Administrative Order,100,01/07/2003
WAPSC0005303300386,Administrative Order,2000,03/29/2004
WAPSC0005305300030,Administrative Order,13000,05/05/2005
WAPSC0005306112378,Administrative Order,2000,07/31/2009
WAPSC0005306112378,Administrative Order,3000,07/17/2009
WAPSC0005306112378,Administrative Order,3000,09/17/2009
WAPSC0005306112378,Administrative Order,1000,09/17/2009
WASWC0005304100054,Administrative Order,500,08/09/2011
WI0000005507103967,Civil Judicial Action,95000,06/30/2009
WI0000005507300033,Administrative Order,5439,04/10/2002
WY0000005600300002,Administrative Order,7000,08/28/2000
WY0000005604100018,Civil Judicial Action,17500,03/21/2000
VA0000005106900101,Administrative Order,605,07/27/2000
VA0000005106900111,Administrative Order,20040,04/11/2006
VA0000005107100001,Administrative Order,7350,06/03/2005
VA0000005116330894,Administrative Order,2205,02/02/1994
VA0000005166000013,Administrative Order,39046,08/25/2000
VA0000005166000111,Administrative Order,3621,01/28/1994
WA0000005301500002,Administrative Order,3000,05/10/2007
WA0000005301500003,Administrative Order,4000,09/19/2008
WAORC0005302700002,Administrative Order,1000,07/02/2002
WAORC0005302700018,Administrative Order,7000,10/17/2011
WAORC0005302700028,Administrative Order,1000,12/19/2011
WAPSC0005303300856,Administrative Order,1000,05/24/2006
WAPSC0005306112378,Administrative Order,5000,12/08/2009
WAPSC0005306112378,Administrative Order,2000,01/29/2010
WAPSC0005306112378,Administrative Order,1000,01/29/2010
WASWC0005304110010,Administrative Order,4500,01/04/2002
WASWC0005304110010,Administrative Order,2000,03/10/2008
WI0000005514100008,Civil Judicial Action,35000,09/10/2007
WY0000005600300003,Civil Judicial Action,42000,07/30/2008
WY0000005600300006,Administrative Order,2500,10/05/2011
WY0000005600300015,Civil Judicial Action,40000,12/01/1999
WY0000005604500001,Administrative Order,75000,04/04/2002
WY0000005604500001,Administrative Order,20000,02/18/2003
VA0000005107100004,Administrative Order,8756,10/26/1993
VA0000005107100004,Administrative Order,13122,01/17/2012
VA0000005107100062,Administrative Order,3000,02/11/2005
VA0000005107500030,Administrative Order,11400,08/12/2003
VA0000005107700047,Administrative Order,1009,08/18/2004
VA0000005116500161,Administrative Order,10849,12/10/2001
VA0000005116700025,Administrative Order,2422,08/07/2006
VA0000005167000026,Administrative Order,27200,10/20/2000
VA0000005167000055,Administrative Order,13926,01/27/2014
WA0000005302500015,Administrative Order,2500,07/29/2004
WAORC0005302700059,Administrative Order,100,05/29/2002
WAORC0005302700059,Administrative Order,4000,11/21/2011
WAORC0005302700701,Administrative Order,100,05/03/2004
WASWC0005304110010,Administrative Order,2000,08/20/2011
WI0000005507300061,Civil Judicial Action,35000,09/11/2012
WY0000005602900015,Administrative Order,8000,08/25/2004
VA0000005108100058,Administrative Order,13897,08/17/2010
VA0000005108300007,Administrative Order,2254,10/24/1997
VA0000005108300050,Administrative Order,92990,09/17/2004
VA0000005116700076,Administrative Order,52302,08/26/1997
VA0000005117100003,Administrative Order,158980,10/26/2009
VA0000005117100046,Administrative Order,4356,08/08/2000
VA0000005167800016,Administrative Order,2833,09/06/2001
VA0000005168000095,Administrative Order,1989,09/18/1996
VA0000005168000095,Administrative Order,2888,04/10/1998
WA0000005303100001,Administrative Order,2000,03/15/2006
WA0000005303100001,Administrative Order,5000,10/15/2007
WAORC0005304500024,Administrative Order,100,09/09/2005
WAORC0005304900004,Administrative Order,100,09/05/2003
WAORC0005306700008,Administrative Order,100,01/02/2003
WAPSC0005303300023,Administrative Order,750,02/14/2014
WAPSC0005303300039,Administrative Order,1000,01/29/2003
WAPSC0005303310783,Administrative Order,5321,07/17/2009
WAPSC0005303310783,Administrative Order,1000,07/17/2009
WAPSC0005305300820,Administrative Order,1000,03/17/2003
WY0000005600500087,Administrative Order,3516,11/20/2004
WY0000005603100001,Administrative Order,20000,01/14/2010
VA0000005100900029,Administrative Order,2324,01/07/1993
VA0000005108700130,Administrative Order,11200,01/09/2003
VA0000005117300001,Administrative Order,6500,04/26/1993
VA0000005169000050,Administrative Order,16187,08/31/2005
WA0000005305300008,Administrative Order,4000,11/21/2006
WA0000005305300008,Administrative Order,4000,05/07/2008
WAPSC0005303300004,Administrative Order,2000,08/06/2001
WAPSC0005303300048,Administrative Order,6000,06/06/2012
WAPSC0005303300048,Administrative Order,2000,06/06/2012
WAPSC0005303300048,Administrative Order,5000,09/27/2012
WAPSC0005303300048,Administrative Order,1000,09/27/2012
WAPSC0005303300048,Administrative Order,8000,09/27/2012
WAPSC0005303316003,Administrative Order,1000,11/20/2013
WAPSC0005305310076,Administrative Order,5000,06/22/2012
WAPSC0005306118523,Administrative Order,4000,09/21/2007
WI0000005500900025,Civil Judicial Action,60,03/15/2004
WI0000005500900038,Civil Judicial Action,325000,05/26/2009
WI0000005507900003,Civil Judicial Action,81000,08/29/2011
WV00005300004,Administrative Order,80000,09/28/2004
WV00005300004,Administrative Order,52000,06/12/2012
WY0000005600500134,Administrative Order,10000,01/31/2005
WY0000005603500020,Civil Judicial Action,112500,01/05/2012
VA0000005108900064,Administrative Order,8400,09/04/2001
VA0000005108900075,Administrative Order,7400,12/06/2004
VA0000005117700098,Administrative Order,6812,08/26/2008
VA0000005170000019,Administrative Order,4500,07/28/1998
WA0000005305300008,Administrative Order,2000,10/01/2013
WA0000005306500008,Administrative Order,9800,02/15/2006
WA0000005306500008,Administrative Order,1500,08/18/2010
WAPSC0005303300004,Administrative Order,13500,11/20/2003
WAPSC0005303300004,Administrative Order,134000,11/20/2003
WAPSC0005303300048,Administrative Order,500,02/27/2013
WAPSC0005303316088,Administrative Order,30000,09/19/2001
WAPSC0005303318429,Administrative Order,1000,04/06/2012
WAPSC0005305310428,Administrative Order,1000,10/11/2013
WI0000005500900093,Administrative Order,65000,07/16/2002
WV00001100007,Administrative Order,5000,04/22/2003
WY0000005600700001,Administrative Order,17500,08/21/2007
VA0000005102100012,Administrative Order,14105,04/24/2001
VA0000005108900111,Administrative Order,22692,09/23/2010
VA0000005118500115,Administrative Order,1250,03/05/1998
WAPSC0005305312315,Administrative Order,3000,11/30/2012
WASPC0005306300093,Administrative Order,375,05/15/2006
WASPC0005306300097,Administrative Order,687,10/25/2004
WI0000005501900050,Civil Judicial Action,600000,11/23/2010
WI0000005507990550,Civil Judicial Action,75000,10/02/2009
WV00001300001,Administrative Order,2608,02/14/2003
VA0000005102300039,Administrative Order,14040,06/17/2011
VA0000005102300077,Administrative Order,2000,06/07/2005
VA0000005109500052,Administrative Order,6000,09/15/2011
VA0000005110100001,Administrative Order,45000,12/18/2007
VA0000005119100099,Administrative Order,120,05/03/1993
VA0000005173000080,Administrative Order,27700,11/09/2005
VA0000005173000264,Administrative Order,7826,07/08/2014
WANCA0005305700002,Administrative Order,5000,01/11/2006
WANCA0005305700002,Administrative Order,20000,12/15/2006
WANCA0005305700002,Administrative Order,38500,05/03/2007
WANCA0005305700002,Administrative Order,14000,10/15/2008
WAPSC0005303300004,Administrative Order,91100,03/20/2007
WAPSC0005303321300,Administrative Order,500,05/05/2014
WAPSC0005303321300,Administrative Order,20000,05/05/2014
WAPSC0005305320939,Administrative Order,3000,12/10/2012
WASPC0005306300122,Administrative Order,11000,07/20/2010
WASPC0005306300123,Administrative Order,1250,05/17/2002
WASPC0005306300125,Administrative Order,500,01/21/2009
WI0000005508300010,Civil Judicial Action,85000,02/12/2010
WV00002100010,Administrative Order,10000,12/22/2003
WV00002100011,Administrative Order,5000,10/10/2000
VA0000005102500027,Administrative Order,13922,10/10/2002
VA0000005102900015,Administrative Order,1040,09/18/1998
VA0000005110700843,Administrative Order,60000,10/07/2008
VA0000005176000012,Administrative Order,1420,08/05/1996
WANCA0005305700003,Administrative Order,4500,09/08/2003
WANCA0005305700003,Administrative Order,2000,05/03/2006
WANCA0005305700003,Administrative Order,5000,07/19/2007
WANCA0005305700003,Administrative Order,166000,06/21/2007
WANCA0005305700003,Administrative Order,4000,01/14/2009
WANCA0005305700003,Administrative Order,7000,10/27/2009
WAPSC0005303328503,Administrative Order,56000,03/13/2009
WAPSC0005303329020,Administrative Order,11688,04/08/2014
WAPSC0005305328515,Administrative Order,7376,02/19/2010
WAPSC0005305328515,Administrative Order,1000,10/03/2013
WI0000005508700004,Administrative Order,50000,11/25/2003
WV00007300005,Administrative Order,60000,08/24/2011
IL000119105AAY,Civil Judicial Action,18240,08/06/2025
CASJV00006031C0195,Administrative Order,36618.34,09/16/2022
VA0000005111100016,Administrative Order,5505,10/29/2007
VA0000005119711119,Administrative Order,1000,01/13/2005
WANCA0005305700003,Administrative Order,7000,02/08/2012
WANCA0005305700003,Administrative Order,14800,05/30/2014
WAPSC0005303300004,Administrative Order,12100,02/19/2010
WAPSC0005303300004,Administrative Order,2000,03/23/2011
WAPSC0005303300004,Administrative Order,1000,05/06/2011
WAPSC0005303300004,Administrative Order,21000,08/18/2011
WASPC0005306310025,Administrative Order,343,11/06/2002
WASPC0005306310025,Administrative Order,1750,10/21/2010
WI0000005508900039,Administrative Order,41000,09/27/1993
WY0000005601300022,Civil Judicial Action,80000,03/31/1992
VA0000005103100101,Administrative Order,29018,11/08/2006
VA0000005112100006,Administrative Order,46837,02/11/2014
VA0000005151000001,Administrative Order,74160,04/09/2008
VA0000005151000035,Administrative Order,16141,09/24/2012
VA0000005176000405,Administrative Order,1400,05/13/2003
WANCA0005305700005,Administrative Order,8000,01/27/2004
WANCA0005305700005,Administrative Order,2000,03/20/2014
WAPSC0005303521177,Administrative Order,1000,08/02/2011
WAPSC0005306100039,Administrative Order,12000,09/05/2001
WAPSC0005306100039,Administrative Order,1288,06/10/2011
WI0000005503100010,Administrative Order,500000,08/19/1994
WV00008100078,Administrative Order,40000,11/17/1995
WV00008100140,Administrative Order,1000,03/22/2010
WY0000005603700001,Civil Judicial Action,7500,05/05/2000
WY0000005603700001,Civil Judicial Action,15000,07/28/2010
VA0000005103600014,Administrative Order,34144,07/06/2001
VA0000005103700024,Administrative Order,3888,06/18/2007
VA0000005113300025,Administrative Order,10220,09/19/2005
VA0000005153000004,Administrative Order,16177,12/17/1993
VA0000005177500026,Administrative Order,311,06/02/2006
VA0000005177500026,Administrative Order,89073,11/08/1999
WAPSC0005303300125,Administrative Order,1000,04/28/2006
WASWC0005301100155,Administrative Order,7875,03/22/2011
WI0000005510500065,Administrative Order,39076,05/23/1991
WV00003900001,Administrative Order,15275,08/22/2006
WV00008300035,Administrative Order,500,12/03/1997
WV00008500004,Administrative Order,10000,06/14/2002
WV00008700005,Administrative Order,10000,12/15/1999
WV00009500001,Administrative Order,6500,08/08/2000
WY0000005601900031,Administrative Order,40000,02/25/2008
WY0000005603700005,Civil Judicial Action,43500,01/25/1995
WY0000005603700017,Administrative Order,14000,11/25/2013
VA0000005104700030,Administrative Order,749,06/30/1997
VA0000005114300003,Administrative Order,20981,10/20/2003
VA0000005114300010,Administrative Order,5389,05/23/2001
WANCA0005305700089,Administrative Order,8000,02/12/2013
WAPSC0005303300015,Administrative Order,1000,08/21/2014
WAPSC0005305300021,Administrative Order,3000,03/20/2014
WI0000005510900002,Administrative Order,57711,04/30/2003
WV00003900007,Administrative Order,7500,08/13/1996
WV00003900007,Administrative Order,15000,09/24/2002
WV00009700001,Administrative Order,6700,10/19/2007
WV00009700029,Administrative Order,45000,07/28/2005
WY0000005602100001,Administrative Order,611598,02/14/2005
WY0000005603700048,Administrative Order,9100,02/04/2002
WY0000005603700048,Administrative Order,114900,11/07/2005
VA0000005105900034,Administrative Order,5100,12/21/2007
VA0000005114300092,Administrative Order,3073,02/16/1998
VA0000005114300098,Administrative Order,58234,01/02/2002
VA0000005114300123,Administrative Order,1442,12/22/1995
VA0000005114500012,Administrative Order,2000,03/22/2004
WANCA0005307300040,Administrative Order,1350,10/31/2005
WAPSC0005305300022,Administrative Order,26000,07/26/2002
WAPSC0005305300022,Administrative Order,4000,11/09/2004
WASWC0005304100003,Administrative Order,10000,12/18/2000
WI0000005505919876,Civil Judicial Action,80000,01/07/2014
WI0000005511732870,Administrative Order,30000,11/09/2003
