PGM_SYS_ID,PROGRAM_CODE,PROGRAM_DESC,prg_status,AIR_OPERATING_STATUS_DESC,BEGIN_DATE,prg_updated,fac_class,fac_status,STATE,FACILITY_NAME,SIC_CODES,NAICS_CODES,updated,update_year,naics_first
MA0000002512100087,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/20/2024,02/03/2025,MIN,OPR,MA,BRADFORD INDUSTRIES,2295,313312,2025-02-03,2025,313
MN0000002713300023,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/04/2025,06/17/2025,SMI,OPR,MN,"AGRI-ENERGY, LLC",NA,325193 325199,2025-06-17,2025,325
WI0000005513508906,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/14/2022,09/14/2022,SMI,OPR,WI,"ALLIANCE INDUSTRIES, INC",3449,331528 332812,2022-09-14,2022,331
IL000031600ADP,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/29/2025,09/29/2025,MIN,OPR,IL,ALLIED METAL CO,3341,331420,2025-09-29,2025,331
KS0000002015500071,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/27/2025,08/01/2025,SMI,OPR,KS,COLLINS BUS - SOUTH HUTCHINSON (AIR),3713,336211,2025-08-01,2025,336
NY0000006233600005,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/27/2023,01/05/2024,MIN,OPR,NY,KRAFT HEINZ FOODS COMPANY,2022,311513,2024-01-05,2024,311
NY0000002630600062,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/05/2023,07/05/2023,SMI,OPR,NY,QUEENS COLLEGE,8221,611310,2023-07-05,2023,611
NY0000002630400268,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/04/2022,04/04/2022,SMI,OPR,NY,SIMSMETAL EAST LLC-QUEENS PLANT,5093,562998,2022-04-04,2022,562
PA000493012,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/06/2026,02/24/2026,MIN,OPR,PA,CNTY LDFL INC/CNTY ENVIRONMENTAL OF CLARION,4953,562212,2026-02-24,2026,562
AL0000000111500003,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/30/2022,02/02/2023,MIN,OPR,AL,"REAL ALLOY SPECIFICATION, LLC",3341,331314,2023-02-02,2023,331
OH0000001318005977,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,04/22/2009,02/11/2020,MIN,OPR,OH,GENERAL ENVIRONMENTAL MANAGEMENT LLC,NA,562212,2020-02-11,2020,562
OH0000001318005977,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/22/2009,02/11/2020,MIN,OPR,OH,GENERAL ENVIRONMENTAL MANAGEMENT LLC,NA,562212,2020-02-11,2020,562
OK0000004014300079,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/08/2020,05/04/2020,SMI,OPR,OK,US ECOLOGY TULSA INC / 2700 S 25TH W AVE,4953,562211,2020-05-04,2020,562
RI0000004400300002,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/19/2014,10/09/2019,MIN,OPR,RI,"ARKWRIGHT ADVANCED COATING, INC.",2821,322222,2019-10-09,2019,322
ME0000002300500633,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/07/2024,05/07/2024,SMI,OPR,ME,SABRE YACHTS,3732,336612,2024-05-07,2024,336
ME0000002300900798,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/04/2018,05/07/2018,SMI,OPR,ME,"THE TALARIA COMPANY, LLC D/B/A THE HINCKLEY COMPANY, LLC",NA,336612,2018-05-07,2018,336
NC0000003704100956,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,11/13/2018,11/13/2018,SMI,OPR,NC,AURORIUM GREENSBORO LLC,2869,325199,2018-11-13,2018,325
PR0000007201300018,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/19/2014,01/11/2019,SMI,OPR,PR,EATON (FKA CUTLER HAMMER ELECTRICAL COMPANY),2821,325211,2019-01-11,2019,325
AR0000000509300030,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/13/2026,03/13/2026,MIN,OPR,AR,AMERICAN GREETINGS CORPORATION,2771,323113,2026-03-13,2026,323
GA0000001307300029,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/26/2018,12/22/2022,SMI,OPR,GA,"CRAWFORD KITCHENS, INC.",2434,337110,2022-12-22,2022,337
ID0000001605500045,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/27/2020,03/02/2020,SMI,OPR,ID,RATHDRUM POWER LLC,4911,221112,2020-03-02,2020,221
FL0000001203300043,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/13/2026,05/13/2026,SMI,OPR,FL,POLYNT COMPOSITES USA INC.,2821,325211,2026-05-13,2026,325
NY0000001282402055,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,10/20/2014,10/29/2024,SMI,OPR,NY,C W POST CAMPUS OF L I UNIVERSITY,8221,221330 611310,2024-10-29,2024,221
VA0000005174000078,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/09/2024,08/09/2024,MIN,OPR,VA,WHEELABRATOR PORTSMOUTH INC - RDF FACILITY,NA,221330,2024-08-09,2024,221
NY0000003484600079,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,12/10/2019,01/26/2024,MIN,OPR,NY,SULLIVAN COUNTY LANDFILL,4953,562212,2024-01-26,2024,562
NY0000003484600079,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/03/2020,01/03/2020,MIN,OPR,NY,SULLIVAN COUNTY LANDFILL,4953,562212,2020-01-03,2020,562
AR0000000504500004,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/24/2024,06/24/2024,SMI,OPR,AR,DBG CONWAY,3713,332322,2024-06-24,2024,332
OK0000004011900024,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/20/2019,06/24/2019,SMI,OPR,OK,SHUTTER MILL INC DBA KIRTZ SHUTTERS / STILLWATER FACILITY,2431,321911,2019-06-24,2019,321
AL0000000109704005,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/07/2019,12/05/2022,MIN,OPR,AL,HILCORP ENERGY COMPANY,1311 1321,211112 211130,2022-12-05,2022,211
AK0000000201000015,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,10/30/2019,10/30/2019,SMI,OPR,AK,"WESTWARD SEAFOODS, INC. / NORTHERN VICTOR",NA,311710,2019-10-30,2019,311
AK0000000201000015,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/30/2019,10/30/2019,SMI,OPR,AK,"WESTWARD SEAFOODS, INC. / NORTHERN VICTOR",NA,311710,2019-10-30,2019,311
MS0000002800500023,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/21/2020,07/21/2020,MIN,OPR,MS,"DENBURY ONSHORE LLC, OLIVE FIELD EOR FACILITY",NA,211111,2020-07-21,2020,211
MS0000002808500038,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/18/2021,06/18/2021,MIN,OPR,MS,"DENBURY ONSHORE LLC, MALLALIEU EOR FACILITY",NA,211111,2021-06-18,2021,211
MS0000002811300038,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/15/2023,02/15/2023,MIN,OPR,MS,"DENBURY ONSHORE LLC, LITTLE CREEK EOR FACILITY",NA,211111,2023-02-15,2023,211
NC0000003701300140,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/06/2020,08/06/2020,MIN,OPR,NC,MAJESTIC MARBLE AND GLASS CO. - MIDLAND DIVISION,3088,326191,2020-08-06,2020,326
NY0000002600700130,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/06/2025,01/06/2025,SMI,OPR,NY,149TH ST TERMINAL,4226 5171,454311,2025-01-06,2025,454
OH0000000684020037,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/19/2024,04/19/2024,MIN,OPR,OH,MARIETTA MATERIALS MANAGEMENT AND TRANSPORTATION CENTER,NA,493190,2024-04-19,2024,493
NY0000006301600048,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,05/11/2021,05/11/2021,SMI,OPR,NY,ONEIDA CO WATER POLLUTION CONTROL PLANT,4952,221320,2021-05-11,2021,221
RI0000004400700501,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/10/2020,02/19/2024,MIN,OPR,RI,SMM NEW ENGLAND CORPORATION,NA,423930,2024-02-19,2024,423
KS0000002003500032,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/16/2020,09/01/2021,SMI,OPR,KS,GREIF PACKAGING - WINFIELD (AIR),3412,332439,2021-09-01,2021,332
PA0004612,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/25/2019,02/27/2026,SMI,OPR,PA,SUNBURY GENERATION LP/SUNBURY SES,4911,221112,2026-02-27,2026,221
NY0000004421500054,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/04/2022,06/04/2022,SMI,OPR,NY,GE VERNOVA OPERATIONS LLC,3511,333611,2022-06-04,2022,333
MO0000002909500031,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/15/2019,03/19/2019,MIN,OPR,MO,EVERGY-SIBLEY GENERATING STATION,4911,221112,2019-03-19,2019,221
PA000269901,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/07/2023,12/29/2025,MIN,OPR,PA,SCHOTT NORTH AMER INC/DURYEA,3229,327212,2025-12-29,2025,327
KS0000002015900031,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/01/2020,09/01/2020,SMI,OPR,KS,LYONS SALT COMPANY (AIR),1479,212393,2020-09-01,2020,212
NJ0000003401712202,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/19/2014,11/06/2020,MIN,OPR,NJ,PSE&G HUDSON GENERATING STATION,4911,221112,2020-11-06,2020,221
CO0000000812306350,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/22/2026,01/22/2026,MIN,OPR,CO,"VIMA OZ, LLC - CARESTREAM COLORADO",3861,325992,2026-01-22,2026,325
KS0000002009900065,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/18/2021,11/15/2021,MIN,OPR,KS,DAYTON SUPERIOR - PARSONS (AIR),3315,331222 332312,2021-11-15,2021,331
IL000031600FCS,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/29/2020,09/29/2020,SMI,OPR,IL,CRAFTSMAN PLATING & TINNING CORP,3471,332813,2020-09-29,2020,332
MI00000000000B6497,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/26/2025,11/26/2025,SMI,OPR,MI,HOUND RESOURCES - OTSEGO 27 GAS PLANT,NA,211130,2025-11-26,2025,211
PA000725290,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/24/2026,02/24/2026,SMI,OPR,PA,NFG MIDSTREAM COVINGTON LLC/KRAUSE COMP STA,1311,211111 211130,2026-02-24,2026,211
NY0000003392600059,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/05/2023,08/05/2023,SMI,OPR,NY,HILLBURN SUBSTATION,4911,221112,2023-08-05,2023,221
NY0000002630700242,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/25/2025,08/25/2025,MIN,OPR,NY,CREEDMOOR PSYCHIATRIC CTR,8063,622210,2025-08-25,2025,622
NY0000009290900018,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/27/2026,04/27/2026,SMI,OPR,NY,GM COMPONENTS HOLDINGS LLC - LOCKPORT,3585,336399,2026-04-27,2026,336
PA000731162,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/24/2026,02/24/2026,SMI,OPR,PA,NFG MIDSTREAM COVINGTON LLC/MATZ COMP STA,1311,211111 211130,2026-02-24,2026,211
ID0000001600100107,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/18/2021,02/19/2021,SMI,OPR,ID,BME FIRE TRUCKS,3743,336211 336390,2021-02-19,2021,336
IL000031600FHH,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/29/2020,09/29/2020,MIN,OPR,IL,AMERICAN NICKEL WORKS,3471,332813,2020-09-29,2020,332
KS0000002012300012,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/29/2026,01/01/2024,SMI,OPR,KS,BELOIT MUN. POWER PLANT (AIR),4911,221112,2024-01-01,2024,221
RI0000004400700204,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/14/2024,03/28/2024,SMI,OPR,RI,"SAFETY-KLEEN SYSTEMS, INC.",2812,562211,2024-03-28,2024,562
RI0000004400500479,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/24/2022,12/23/2022,SMI,OPR,RI,NEWPORT BIODIESEL,NA,325199,2022-12-23,2022,325
OH0000000215130176,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,10/19/2014,02/19/2021,MIN,OPR,OH,MARATHON PETROLEUM COMPANY LP,NA,424710,2021-02-19,2021,424
NY0000008265600008,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/04/2018,12/04/2018,MIN,OPR,NY,MONROE LIVINGSTON SANITARY LANDFILL,4953,562212,2018-12-04,2018,562
IL000031069ABW,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/29/2020,09/29/2020,SMI,OPR,IL,RIVER BEND PRAIRIE AND LAND & LAKES NO 1 & 2 LANDFILLS,4953,562212,2020-09-29,2020,562
IL000119010ACK,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/31/2019,01/31/2019,MIN,OPR,IL,ALTON MEMORIAL HOSPITAL,8062,622110,2019-01-31,2019,622
IN0000001808900262,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/22/2017,11/01/2018,MIN,OPR,IN,"WHITING METALS, LLC",3341,331492,2018-11-01,2018,331
NY0000002600500864,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/04/2024,07/04/2024,SMI,OPR,NY,NYCT WEST FARMS BUS DEPOT,4111 4173,221112 488490,2024-07-04,2024,221
NY0000001282000669,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/23/2015,10/25/2024,SMI,OPR,NY,VERIZON NEW YORK INC,4812,517110 517311,2024-10-25,2024,517
NY0000004011800001,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,10/06/2020,10/06/2020,SMI,OPR,NY,U S ARMY WATERVLIET ARSENAL,9711,332111 332813 928110,2020-10-06,2020,332
NC0000003704700030,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,SMI,OPR,NC,"OLDCASTLE LAWN AND GARDEN, INC. - ABERDEEN PLANT",2499,321999,2018-11-13,2018,321
AL0000000111500028,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/19/2023,02/14/2024,SMI,OPR,AL,CEDAR HILL LANDFILL,4953,562212,2024-02-14,2024,562
AR0000000511904184,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/19/2014,12/15/2020,SMI,OPR,AR,"WELSPUN TUBULAR, LLC",NA,331210,2020-12-15,2020,331
ID0000001608300099,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/14/2021,01/20/2021,SMI,OPR,ID,DRY CREEK RNG LLC,1629,237130,2021-01-20,2021,237
KS0000002000500037,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/22/2021,02/25/2021,SMI,OPR,KS,WE-MAC MFG. - ATCHISON (AIR),3443,332420,2021-02-25,2021,332
NH0000003300990315,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/23/2020,12/09/2020,SMI,OPR,NH,RENEWABLE FUELS BY PETERSON LLC,NA,325199,2020-12-09,2020,325
NY0000002610700084,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/04/2021,03/04/2021,SMI,OPR,NY,WCS - NEW YORK AQUARIUM,8422,712130,2021-03-04,2021,712
NC0000003700400047,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/15/2024,03/15/2024,SMI,OPR,NC,B.V. HEDRICK GRAVEL AND SAND COMPANY,1442,212321,2024-03-15,2024,212
OK0000004015100162,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/06/2018,07/06/2018,MIN,OPR,OK,BCE MACH LLC / DAISY 1 30   DAISY 1 31 STATION,1311,211120,2018-07-06,2018,211
ID0000001605500083,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/07/2021,09/09/2021,MIN,OPR,ID,CRASH CHAMPIONS,7532,811121,2021-09-09,2021,811
IL000031600GWT,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/29/2025,09/29/2025,MIN,OPR,IL,PACKAGING CORP OF AMERICA,2653,322211,2025-09-29,2025,322
GA0000001323300029,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/15/2019,12/22/2022,SMI,OPR,GA,KIMOTO TECH,3089,326113,2022-12-22,2022,326
GA0000001324500052,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/07/2021,06/11/2021,SMI,OPR,GA,"POTTERS INDUSTRIES, LLC",2819,331313,2021-06-11,2021,331
IL000179806AAB,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,09/25/2018,09/25/2018,MIN,OPR,IL,TAZEWELL RECYCLING & DISPOSAL FACILITY,4953,562212,2018-09-25,2018,562
GA0000001308900047,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/26/2013,06/12/2020,SMI,OPR,GA,GRAPHIC PACKAGING INTERNATIONAL - STONE MOUNTAIN,2657,322212,2020-06-12,2020,322
MA0000002511700028,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,08/10/2020,03/10/2022,MIN,OPR,MA,GENERAL ELECTRIC COMPANY,3612,335999,2022-03-10,2022,335
GA0000001311700025,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/15/2023,02/16/2023,SMI,OPR,GA,"SCIENTIFIC GAMES, LLC",2754,323111,2023-02-16,2023,323
OK0000004010980128,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,03/15/2018,03/19/2018,MIN,OPR,OK,LEWIS FRICTION PROD / 3601 S BYERS,3292,336340,2018-03-19,2018,336
AR0000000510700009,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/12/2018,10/18/2018,MIN,OPR,AR,"HELENA INDUSTRIES, LLC",2879,424910,2018-10-18,2018,424
AR0000000509300434,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/30/2021,08/04/2021,MIN,OPR,AR,U.S. ARMY CORPS OF ENGINEERS - DITCH 17,9511,924110,2021-08-04,2021,924
AR0000000511900565,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/14/2021,01/11/2022,MIN,OPR,AR,"BFI WASTE SYSTEMS OF ARKANSAS, LLC",4953,562212,2022-01-11,2022,562
NC0000003704900045,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,INTERNATIONAL PAPER - STATESVILLE CONTAINER,2653,322211,2018-11-13,2018,322
AR0000000511100089,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/26/2020,05/31/2020,SMI,OPR,AR,"RHM GIN & WAREHOUSE, LLC",0724,115111,2020-05-31,2020,115
IL000031600FWB,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/25/2019,09/25/2019,MIN,OPR,IL,PROVIDENT HOSPITAL OF COOK COUNTY,8062,622110,2019-09-25,2019,622
LA0000002207300046,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,06/30/2015,02/19/2024,MIN,OPR,LA,GULF SOUTH PIPELINE CO - STERLINGTON COMPRESSOR STATION,4922,486210,2024-02-19,2024,486
IL000043803AAD,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/26/2023,04/26/2023,SMI,OPR,IL,ALCATEL - LUCENT USA,8731,541712 541713 541720,2023-04-26,2023,541
GA0000001301500056,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/19/2020,08/21/2020,SMI,OPR,GA,"TRINITYRAIL MAINTENANCE SERVICES, INC. - PLANT 493",3743 4789,336510 488210,2020-08-21,2020,336
IL000183045ABB,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/25/2019,09/25/2019,MIN,OPR,IL,ILLINOIS LANDFILL INC,4953,562212,2019-09-25,2019,562
AR0000000504500236,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/26/2021,09/13/2021,SMI,OPR,AR,WESTROCK CONVERTING LLC,2657,322212,2021-09-13,2021,322
CASCA00006059CB275,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/19/2014,12/02/2024,MIN,OPR,CA,AKZO COATINGS INC,2851,325510,2024-12-02,2024,325
AL000000011130S001,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/04/2023,02/14/2024,MIN,OPR,AL,PHENIX LUMBER COMPANY,2421,321113,2024-02-14,2024,321
AL0000000105100008,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/02/2025,01/20/2026,SMI,OPR,AL,"SPIRE ALABAMA, INC.",4922,221210,2026-01-20,2026,221
AL0000000104900018,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/23/2020,10/30/2020,MIN,OPR,AL,VALLEY JOIST CO,3441,332311,2020-10-30,2020,332
GA0000001302100161,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/09/2011,08/14/2018,MIN,OPR,GA,COLONIAL PIPELINE CO,4226,999999,2018-08-14,2018,999
CASCA0000603700338,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/12/2002,11/18/2024,MIN,OPR,CA,DOW CHEM USA- NSR USE,2819,325211,2024-11-18,2024,325
GA0000001324500128,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/08/2021,09/10/2021,MIN,OPR,GA,COVESTRO LLC,2821,325211,2021-09-10,2021,325
IL000073050AAW,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/25/2018,09/25/2018,MIN,OPR,IL,SPRINGFIELD INC,3484,332994,2018-09-25,2018,332
MI00000000000B2116,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/08/2018,02/14/2019,MIN,OPR,MI,"MSC LAND COMPANY, LLC",NA,331110,2019-02-14,2019,331
AR0000000513100352,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/11/2018,10/11/2018,SMI,OPR,AR,QUALSERV SOLUTIONS LLC,3466,337127,2018-10-11,2018,337
AL0000000100500023,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/27/2016,02/15/2019,SMI,OPR,AL,ALABAMA INTER-FOREST CORPORATION,2499 2541,337215,2019-02-15,2019,337
AR0000000514500177,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/19/2014,05/18/2021,SMI,OPR,AR,XPO LOGISTICS MANUFACTURING,3715,336212,2021-05-18,2021,336
OK0000004001100151,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/25/2023,08/30/2023,MIN,OPR,OK,DCP OPERATING CO LP / DARROW BOOSTER STATION,1311,211130,2023-08-30,2023,211
OK0000004001500023,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/08/2020,05/26/2020,MIN,OPR,OK,ET GATHERING PROCESSING LLC / SOUTH CADDO COMPRESSOR STATION,1311,211130,2020-05-26,2020,211
ID0000001600500029,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/21/2020,10/06/2020,MIN,OPR,ID,IDAHO STATE UNIVERSITY,8221,611310,2020-10-06,2020,611
PA000513393,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/01/2019,02/11/2026,MIN,OPR,PA,E NORRITON PLYMOUTH /NORRISTOWN,4952,221320,2026-02-11,2026,221
PA000513393,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,04/02/2019,02/11/2026,MIN,OPR,PA,E NORRITON PLYMOUTH /NORRISTOWN,4952,221320,2026-02-11,2026,221
ID0000001600100093,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/29/2022,05/06/2022,SMI,OPR,ID,HOLLY ENERGY PARTNERS - OPERATING LP - BOISE PRODUCTS TERMINAL,5171,424710,2022-05-06,2022,424
NC0000003707400100,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,SMI,OPR,NC,ALLIANCE ONE NORTH AMERICA - FARMVILLE,2141,312229,2018-11-13,2018,312
NC0000003705100172,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,SMI,OPR,NC,BENTONVILLE LNG FACILITY,4924,221210,2018-11-13,2018,221
OK0000004010901409,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/28/2025,01/31/2025,MIN,OPR,OK,UNIQUE CLNR / 5021 S PENN  UNIQUE CLEANERS,7216,812320,2025-01-31,2025,812
OK0000004011100008,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/07/2020,07/20/2020,MIN,OPR,OK,NORMANS DRY CLEANING INC / 101 W 8TH NORMANS DRY CLNR,7216,812320,2020-07-20,2020,812
NC0000003704500308,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,"CLEMENT PAPPAS NC, LLC",2037,311411,2018-11-13,2018,311
NC0000003706700105,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/20/2024,09/20/2024,MIN,OPR,NC,MSA SAFETY JACKSONVILLE MANUFACTURING LLC,3842,339113,2024-09-20,2024,339
WAPSC0005303310923,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/01/2022,11/22/2022,SMI,OPR,WA,"BOYD GMN, INC. DBA GM NAMEPLATE, INC.",NA,339950,2022-11-22,2022,339
NC0000003709800220,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/27/2021,05/27/2021,MIN,OPR,NC,REFRESCO BEVERAGES US INC.,2086,312111,2021-05-27,2021,312
