SOURCE_ID,n_rows,n_violations,n_hpv,n_frv,n_with_ea,n_with_eval,n_in_pipeline,has_penalty,total_penalty,earliest_viol,latest_viol
OK0000004001100660,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001100661,4,3,2,1,2,3,4,TRUE,74250,2024-12-06,2025-06-16
OK0000004001100663,1,1,0,1,0,1,1,FALSE,0,2020-08-25,2020-08-25
OK0000004001100665,1,1,0,1,0,1,1,FALSE,0,2020-11-02,2020-11-02
OK0000004001100690,2,1,2,0,2,2,2,TRUE,41284,2022-06-06,2022-06-06
OK0000004001100691,2,1,2,0,2,2,2,TRUE,49074,2022-06-06,2022-06-06
OK0000004001100705,1,1,0,1,0,1,1,FALSE,0,2020-11-02,2020-11-02
OK0000004001100712,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001100713,1,1,0,1,0,1,1,FALSE,0,2024-02-15,2024-02-15
OK0000004001100728,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001100729,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001100745,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001300005,1,1,0,1,0,0,0,FALSE,0,2016-06-15,2016-06-15
OK0000004001300017,3,3,0,3,0,0,0,FALSE,0,2020-08-27,2024-07-10
OK0000004001300042,1,1,0,1,0,0,0,FALSE,0,2019-06-19,2019-06-19
OK0000004001300047,2,1,2,0,2,2,2,TRUE,2625,2021-08-19,2021-08-19
OK0000004001300056,1,1,0,1,0,1,1,FALSE,0,2018-05-04,2018-05-04
OK0000004001300067,1,1,0,1,0,1,1,FALSE,0,2025-03-25,2025-03-25
OK0000004001300080,5,5,0,5,0,1,5,FALSE,0,2016-07-11,2022-09-14
OK0000004001500002,5,5,0,5,0,2,5,FALSE,0,2016-09-18,2024-01-24
OK0000004001500003,1,1,0,1,0,1,1,FALSE,0,2022-10-26,2022-10-26
OK0000004001500004,1,1,0,1,0,1,1,FALSE,0,2016-06-29,2016-06-29
OK0000004001500009,1,1,0,1,0,0,0,FALSE,0,2024-01-24,2024-01-24
OK0000004001500021,2,2,0,2,0,2,2,FALSE,0,2024-04-29,2025-07-07
OK0000004001500023,1,1,0,1,0,1,1,FALSE,0,2017-02-17,2017-02-17
OK0000004001500033,2,2,0,2,0,2,2,FALSE,0,2017-06-09,2024-04-02
OK0000004001500037,1,1,0,1,0,1,1,FALSE,0,2021-03-01,2021-03-01
OK0000004001500038,1,1,0,1,0,0,0,FALSE,0,2025-01-07,2025-01-07
OK0000004001500060,1,1,0,1,0,1,1,FALSE,0,2016-06-24,2016-06-24
OK0000004001500065,1,1,0,1,0,0,0,FALSE,0,2017-07-11,2017-07-11
OK0000004001500066,2,2,0,2,0,2,2,FALSE,0,2017-06-20,2018-01-10
OK0000004001500077,2,2,0,2,0,2,2,FALSE,0,2019-04-24,2023-02-17
OK0000004001500087,1,1,0,1,0,1,1,FALSE,0,2021-01-20,2021-01-20
OK0000004001500141,1,1,0,1,0,1,1,FALSE,0,2016-11-07,2016-11-07
OK0000004001500160,1,1,0,1,0,1,1,FALSE,0,2020-11-02,2020-11-02
OK0000004001500161,1,1,0,1,0,1,1,FALSE,0,2020-11-02,2020-11-02
OK0000004001500179,1,1,0,1,0,1,1,FALSE,0,2018-03-19,2018-03-19
OK0000004001500182,1,1,0,1,0,1,1,FALSE,0,2020-11-02,2020-11-02
OK0000004001500186,1,1,0,1,0,1,1,FALSE,0,2024-05-07,2024-05-07
OK0000004001500188,1,1,0,1,0,1,1,FALSE,0,2020-11-02,2020-11-02
OK0000004001500194,1,1,0,1,0,1,1,FALSE,0,2019-01-22,2019-01-22
OK0000004001500196,1,1,0,1,0,1,1,FALSE,0,2017-03-06,2017-03-06
OK0000004001500249,1,1,0,1,0,1,1,FALSE,0,2025-01-10,2025-01-10
OK0000004001500251,1,1,0,1,0,1,1,FALSE,0,2025-01-10,2025-01-10
OK0000004001500252,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001500259,1,1,1,0,0,1,1,FALSE,0,2024-01-30,2024-01-30
OK0000004001520022,2,2,0,2,0,0,0,FALSE,0,2018-10-31,2025-02-21
OK0000004001595001,1,1,0,1,0,0,0,FALSE,0,2025-11-04,2025-11-04
OK0000004001595005,1,1,0,1,0,0,0,FALSE,0,2025-11-03,2025-11-03
OK0000004001700004,2,2,0,2,0,0,0,FALSE,0,2017-01-12,2018-04-26
OK0000004001700005,3,3,0,3,0,1,3,FALSE,0,2019-09-04,2023-12-25
OK0000004001700006,2,2,0,2,0,0,0,FALSE,0,2017-06-08,2022-08-02
OK0000004001700008,1,1,0,1,0,0,0,FALSE,0,2021-12-28,2021-12-28
OK0000004001700009,5,5,0,5,1,3,5,FALSE,0,2017-01-12,2025-08-11
OK0000004001700010,1,1,0,1,0,1,1,FALSE,0,2020-07-13,2020-07-13
OK0000004001700011,2,2,0,2,0,0,0,FALSE,0,2017-09-11,2022-01-26
OK0000004001700014,3,3,0,3,0,1,3,FALSE,0,2017-02-28,2022-03-04
OK0000004001700017,1,1,0,1,0,1,1,FALSE,0,2019-07-01,2019-07-01
OK0000004001700019,2,2,0,2,0,1,2,FALSE,0,2025-07-24,2026-02-05
OK0000004001700021,1,1,1,0,0,1,1,FALSE,0,2024-01-23,2024-01-23
OK0000004001700026,3,3,0,3,0,3,3,FALSE,0,2017-07-31,2017-08-28
OK0000004001700027,1,1,0,1,0,0,0,FALSE,0,2021-10-24,2021-10-24
OK0000004001700030,1,1,0,1,0,1,1,FALSE,0,2018-07-03,2018-07-03
OK0000004001700043,1,1,0,1,0,1,1,FALSE,0,2024-07-16,2024-07-16
OK0000004001700047,2,2,0,2,0,0,0,FALSE,0,2017-01-12,2017-07-31
OK0000004001700049,4,4,0,4,0,0,0,FALSE,0,2019-09-19,2025-07-16
OK0000004001700057,2,2,0,2,0,2,2,FALSE,0,2017-08-28,2018-09-17
OK0000004001700062,3,3,0,3,0,0,0,FALSE,0,2019-02-17,2025-09-02
OK0000004001700074,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700075,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700079,8,8,0,8,0,8,8,FALSE,0,2018-09-17,2025-08-28
OK0000004001700088,2,2,0,2,0,0,0,FALSE,0,2018-04-19,2023-06-19
OK0000004001700092,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700093,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700099,1,1,0,1,0,0,0,FALSE,0,2019-07-17,2019-07-17
OK0000004001700100,2,2,0,2,0,0,0,FALSE,0,2018-06-13,2020-08-25
OK0000004001700101,10,10,0,10,0,5,10,FALSE,0,2017-07-12,2025-02-03
OK0000004001700107,7,7,0,7,0,3,7,FALSE,0,2016-09-20,2023-11-29
OK0000004001700109,2,2,0,2,0,1,2,FALSE,0,2021-07-21,2024-11-15
OK0000004001700122,1,1,0,1,0,0,0,FALSE,0,2020-05-10,2020-05-10
OK0000004001700131,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700153,1,1,0,1,0,0,0,FALSE,0,2018-04-19,2018-04-19
OK0000004001700201,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700211,1,1,0,1,0,0,0,FALSE,0,2017-10-25,2017-10-25
OK0000004001700226,1,1,0,1,0,0,0,FALSE,0,2019-07-10,2019-07-10
OK0000004001700237,1,1,0,1,0,0,0,FALSE,0,2019-07-08,2019-07-08
OK0000004001700277,1,1,0,1,0,0,0,FALSE,0,2019-09-17,2019-09-17
OK0000004001700291,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700293,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700307,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700308,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700309,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700335,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700359,2,2,0,2,0,2,2,FALSE,0,2023-02-21,2025-04-10
OK0000004001700360,1,1,0,1,0,1,1,FALSE,0,2018-06-15,2018-06-15
OK0000004001700372,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700382,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700386,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700387,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700389,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700398,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700403,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700404,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700408,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700410,1,1,0,1,0,1,1,FALSE,0,2016-08-15,2016-08-15
OK0000004001700412,2,2,0,2,0,1,2,FALSE,0,2016-08-15,2023-09-11
OK0000004001700423,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700430,1,1,0,1,0,1,1,FALSE,0,2016-08-15,2016-08-15
OK0000004001700443,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700444,1,1,0,1,0,1,1,FALSE,0,2016-08-15,2016-08-15
OK0000004001700451,3,3,0,3,0,2,3,FALSE,0,2020-12-15,2024-09-09
OK0000004001700456,4,4,0,4,0,3,4,FALSE,0,2016-08-15,2019-02-27
OK0000004001700457,1,1,0,1,0,1,1,FALSE,0,2016-08-15,2016-08-15
OK0000004001700458,2,2,0,2,0,1,2,FALSE,0,2019-04-23,2021-07-21
OK0000004001700466,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700467,1,1,0,1,0,1,1,FALSE,0,2016-08-15,2016-08-15
OK0000004001700470,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700471,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700476,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700477,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700480,1,1,0,1,0,1,1,FALSE,0,2016-08-15,2016-08-15
OK0000004001700482,1,1,0,1,0,1,1,FALSE,0,2016-08-15,2016-08-15
OK0000004001700483,1,1,0,1,0,1,1,FALSE,0,2016-08-15,2016-08-15
OK0000004001700485,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700486,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700487,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700488,3,3,0,3,0,2,3,FALSE,0,2019-04-23,2026-01-05
OK0000004001700489,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700492,1,1,0,1,0,1,1,FALSE,0,2016-08-15,2016-08-15
OK0000004001700493,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700494,1,1,0,1,0,1,1,FALSE,0,2016-08-15,2016-08-15
OK0000004001700495,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700502,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700504,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700508,1,1,0,1,0,1,1,FALSE,0,2016-09-15,2016-09-15
OK0000004001700510,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700514,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700515,2,2,0,2,0,1,2,FALSE,0,2016-08-15,2019-02-27
OK0000004001700516,1,1,0,1,0,1,1,FALSE,0,2016-08-15,2016-08-15
OK0000004001700522,1,1,0,1,0,1,1,FALSE,0,2016-10-03,2016-10-03
OK0000004001700527,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700539,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700540,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700542,3,3,0,3,0,3,3,FALSE,0,2017-02-10,2018-08-21
OK0000004001700543,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700547,3,3,0,3,0,2,3,FALSE,0,2019-04-23,2022-05-27
OK0000004001700549,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001700556,1,1,0,1,0,1,1,FALSE,0,2019-05-06,2019-05-06
OK0000004001700559,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700565,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700572,2,2,0,2,0,2,2,FALSE,0,2023-02-21,2025-04-10
OK0000004001700573,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700574,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700575,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700577,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700580,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700581,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700582,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700589,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700590,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700592,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700599,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700603,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700604,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700612,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700613,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700618,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700619,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700620,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700627,2,2,0,2,0,2,2,FALSE,0,2017-10-06,2025-04-10
OK0000004001700631,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700632,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700637,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700640,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700641,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700642,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700643,2,2,0,2,0,2,2,FALSE,0,2023-11-02,2023-12-22
OK0000004001700644,2,2,0,2,0,1,2,FALSE,0,2019-04-23,2023-04-07
OK0000004001700655,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700659,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700663,1,1,0,1,0,0,0,FALSE,0,2024-01-18,2024-01-18
OK0000004001700665,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700668,3,3,0,3,0,3,3,FALSE,0,2018-07-13,2023-11-14
OK0000004001700674,2,2,0,2,0,2,2,FALSE,0,2018-05-03,2025-04-10
OK0000004001700679,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700682,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700685,1,1,0,1,0,0,0,FALSE,0,2024-01-29,2024-01-29
OK0000004001700692,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001700693,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700694,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700698,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700699,2,2,0,2,0,1,2,FALSE,0,2018-11-28,2019-02-19
OK0000004001700703,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700704,2,2,0,2,0,2,2,FALSE,0,2018-06-15,2019-05-06
OK0000004001700705,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700709,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700713,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001700714,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700717,1,1,0,1,0,0,0,FALSE,0,2024-05-21,2024-05-21
OK0000004001700720,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700723,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700739,1,1,0,1,0,1,1,FALSE,0,2018-06-15,2018-06-15
OK0000004001700740,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700743,3,3,0,3,0,3,3,FALSE,0,2018-06-15,2025-04-10
OK0000004001700744,1,1,0,1,0,1,1,FALSE,0,2019-05-06,2019-05-06
OK0000004001700745,1,1,0,1,0,1,1,FALSE,0,2019-05-06,2019-05-06
OK0000004001700751,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700752,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700756,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700757,1,1,0,1,0,1,1,FALSE,0,2023-12-14,2023-12-14
OK0000004001700759,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001700760,1,1,0,1,0,1,1,FALSE,0,2018-06-15,2018-06-15
OK0000004001700761,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001700762,2,2,1,1,0,2,2,FALSE,0,2018-06-15,2019-05-06
OK0000004001700763,1,1,0,1,0,1,1,FALSE,0,2018-06-15,2018-06-15
OK0000004001700765,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700774,1,1,0,1,0,1,1,FALSE,0,2018-06-15,2018-06-15
OK0000004001700791,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700792,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700793,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700807,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700808,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700809,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700810,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700814,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700815,2,2,0,2,0,1,2,FALSE,0,2025-01-09,2025-08-22
OK0000004001700817,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700818,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700821,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001700824,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700828,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700829,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700830,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001700832,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700844,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700847,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700851,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700852,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700855,1,1,0,1,0,1,1,FALSE,0,2021-03-24,2021-03-24
OK0000004001700866,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001700871,2,2,0,2,0,2,2,FALSE,0,2018-06-15,2025-04-10
OK0000004001700876,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700879,2,2,0,2,0,2,2,FALSE,0,2018-06-15,2019-05-06
OK0000004001700880,2,2,0,2,0,2,2,FALSE,0,2018-06-15,2019-05-06
OK0000004001700885,1,1,0,1,0,0,0,FALSE,0,2020-02-16,2020-02-16
OK0000004001700886,1,1,0,1,0,1,1,FALSE,0,2018-06-15,2018-06-15
OK0000004001700887,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001700892,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700894,2,2,0,2,0,2,2,FALSE,0,2018-06-15,2019-05-06
OK0000004001700895,1,1,0,1,0,1,1,FALSE,0,2018-06-15,2018-06-15
OK0000004001700899,1,1,0,1,0,1,1,FALSE,0,2021-05-10,2021-05-10
OK0000004001700905,1,1,0,1,0,1,1,FALSE,0,2021-08-09,2021-08-09
OK0000004001700908,2,2,0,2,0,2,2,FALSE,0,2018-06-15,2025-04-10
OK0000004001700916,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001700929,2,2,0,2,0,2,2,FALSE,0,2022-08-10,2023-03-01
OK0000004001700932,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001700942,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001700979,1,1,0,1,0,0,0,FALSE,0,2023-02-21,2023-02-21
OK0000004001700980,1,1,0,1,0,1,1,FALSE,0,2023-02-20,2023-02-20
OK0000004001700981,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001700982,2,2,0,2,0,2,2,FALSE,0,2023-02-21,2025-04-10
OK0000004001700984,2,2,0,2,0,2,2,FALSE,0,2023-02-21,2025-04-10
OK0000004001700985,1,1,0,1,0,1,1,FALSE,0,2023-02-21,2023-02-21
OK0000004001701004,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001701014,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001701018,1,1,0,1,0,1,1,FALSE,0,2025-04-10,2025-04-10
OK0000004001900001,33,33,1,32,1,2,33,TRUE,1181,2016-07-13,2025-06-18
OK0000004001900002,3,3,0,3,0,1,3,FALSE,0,2016-09-30,2019-09-12
OK0000004001900003,5,5,0,5,0,0,0,FALSE,0,2016-07-20,2026-01-05
OK0000004001900011,2,2,0,2,0,1,2,FALSE,0,2016-09-06,2020-07-29
OK0000004001900018,6,6,1,5,1,1,6,FALSE,0,2016-09-21,2024-03-17
OK0000004001900025,3,3,0,3,0,0,0,FALSE,0,2018-08-04,2024-01-16
OK0000004001900029,1,1,0,1,0,1,1,FALSE,0,2018-07-20,2018-07-20
OK0000004001900036,1,1,0,1,0,1,1,FALSE,0,2018-07-20,2018-07-20
OK0000004001900037,4,4,0,4,0,0,0,FALSE,0,2018-03-14,2024-06-19
OK0000004001900052,1,1,0,1,0,0,0,FALSE,0,2024-09-09,2024-09-09
OK0000004001900053,2,2,0,2,0,0,0,FALSE,0,2017-04-20,2017-07-14
OK0000004001900059,2,2,0,2,0,1,2,FALSE,0,2018-07-20,2019-05-26
OK0000004001900068,4,3,2,2,2,2,4,TRUE,5250,2019-09-19,2023-10-10
OK0000004001900091,1,1,0,1,0,0,0,FALSE,0,2020-02-05,2020-02-05
OK0000004001900095,1,1,0,1,0,0,0,FALSE,0,2024-02-01,2024-02-01
OK0000004001900137,12,12,0,12,0,8,12,FALSE,0,2016-07-19,2023-06-02
OK0000004001900143,1,1,0,1,0,0,0,FALSE,0,2024-07-26,2024-07-26
OK0000004001900148,2,2,0,2,0,0,0,FALSE,0,2018-10-17,2024-07-09
OK0000004001900154,1,1,0,1,0,1,1,FALSE,0,2018-07-20,2018-07-20
OK0000004001900173,1,1,0,1,0,0,0,FALSE,0,2025-05-19,2025-05-19
OK0000004001900191,1,1,0,1,0,1,1,FALSE,0,2018-07-20,2018-07-20
OK0000004001900231,3,2,2,1,2,2,3,TRUE,4725,2018-10-17,2024-01-29
OK0000004001900234,1,1,0,1,0,1,1,FALSE,0,2018-06-12,2018-06-12
OK0000004001900237,2,1,2,0,2,2,2,TRUE,6300,2023-08-07,2023-08-07
OK0000004001900251,1,1,0,1,0,0,0,FALSE,0,2025-02-24,2025-02-24
OK0000004001900252,1,1,0,1,0,0,0,FALSE,0,2025-01-29,2025-01-29
OK0000004001900266,1,1,0,1,0,0,0,FALSE,0,2021-06-16,2021-06-16
OK0000004001900275,1,1,0,1,0,1,1,FALSE,0,2018-07-20,2018-07-20
OK0000004001900279,1,1,0,1,0,1,1,FALSE,0,2018-06-19,2018-06-19
OK0000004001900286,1,1,0,1,0,1,1,FALSE,0,2017-03-06,2017-03-06
OK0000004001900287,1,1,0,1,0,1,1,FALSE,0,2018-04-25,2018-04-25
OK0000004001900289,1,1,0,1,0,1,1,FALSE,0,2017-03-06,2017-03-06
OK0000004001900290,1,1,0,1,0,1,1,FALSE,0,2017-03-06,2017-03-06
OK0000004001900294,2,2,0,2,0,1,2,FALSE,0,2017-03-06,2024-06-19
OK0000004001900295,1,1,0,1,0,1,1,FALSE,0,2017-03-06,2017-03-06
OK0000004001900296,2,2,0,2,0,1,2,FALSE,0,2017-03-06,2024-03-14
OK0000004001900297,1,1,0,1,0,1,1,FALSE,0,2017-03-06,2017-03-06
OK0000004001900298,1,1,0,1,0,1,1,FALSE,0,2017-03-06,2017-03-06
OK0000004001900299,2,2,0,2,0,1,2,FALSE,0,2017-10-26,2024-01-18
OK0000004001900300,1,1,0,1,0,1,1,FALSE,0,2017-03-06,2017-03-06
OK0000004001900306,1,1,0,1,0,1,1,FALSE,0,2017-03-06,2017-03-06
OK0000004001900318,2,2,0,2,0,2,2,FALSE,0,2017-03-06,2017-10-26
OK0000004001900321,1,1,0,1,0,1,1,FALSE,0,2017-03-06,2017-03-06
OK0000004001900322,1,1,0,1,0,1,1,FALSE,0,2017-03-06,2017-03-06
OK0000004001900323,1,1,0,1,0,1,1,FALSE,0,2017-03-06,2017-03-06
OK0000004001900342,1,1,0,1,0,1,1,FALSE,0,2023-06-12,2023-06-12
OK0000004001900369,1,1,0,1,0,1,1,FALSE,0,2022-11-01,2022-11-01
OK0000004001900370,1,1,0,1,0,1,1,FALSE,0,2022-11-01,2022-11-01
OK0000004001900374,1,1,0,1,0,1,1,FALSE,0,2022-11-09,2022-11-09
OK0000004001900375,1,1,0,1,0,1,1,FALSE,0,2022-11-01,2022-11-01
